Words,Meanings,Characters,Spellings,Levels
返る,to return; to come back; to go back,かえる,kaeru,1
乗客,passenger,じょうかく,jōkaku,1
手際,performance; skill; tact,てぎわ,tegiwa,1
給仕,office boy (girl); page; waiter,きゅうじ,kyūji,1
壮大,magnificent; grand; majestic; splendid,そうだい,sōdai,1
少数,minority; few,しょうすう,shōsū,1
黄金,gold,おうごん,ōgon,1
所在,whereabouts,しょざい,shozai,1
思い付き,plan; idea; suggestion,おもいつき,omoitsuki,1
一概に,unconditionally; as a rule,いちがいに,ichigaini,1
新興,rising; developing; emergent,しんこう,shinkō,1
作り,make-up; sliced raw fish,つくり,tsukuri,1
抜かす,to omit; to leave out,ぬかす,nukasu,1
激励,encouragement,げきれい,gekirei,1
段々,gradually; by degrees,だんだん,dandan,1
好ましい,nice; likeable; desirable,このましい,konomashii,1
素早い,fast; quick; prompt; agile,すばやい,subayai,1
伝説,tradition; legend; folklore,でんせつ,densetsu,1
現像,developing (film),げんぞう,genzō,1
傍ら,beside(s); while; nearby,かたわら,katawara,1
宣教,religious mission,せんきょう,senkyō,1
手芸,handicrafts,しゅげい,shugei,1
短気,quick temper,たんき,tanki,1
デモンストレーション,demonstration,,demonsutorēshon,1
整える,to put in order; to get ready; to arrange; to adjust,ととのえる,totonoeru,1
死刑,death penalty; capital punishment,しけい,shikei,1
見っともない,shameful; indecent,みっともない,mittomonai,1
行為,act; deed; conduct,こうい,kōi,1
改修,repair; improvement,かいしゅう,kaishū,1
農地,agricultural land,のうち,nōchi,1
打ち消し,negation; denial; negative,うちけし,uchikeshi,1
煩わしい,troublesome; annoying; complicated,わずらわしい,wazurawashii,1
悉く,altogether; entirely,ことごとく,kotogotoku,1
軌道,orbit; railroad track,きどう,kidō,1
未定,not yet fixed; undecided; pending,みてい,mitei,1
干し物,dried washing (clothes),ほしもの,hoshimono,1
心地,feeling; sensation; mood,ここち,kokochi,1
扉,door; opening,とびら,tobira,1
僧,monk; priest,そう,sō,1
権威,authority; power; influence,けんい,ken'i,1
纏まり,conclusion; settlement; consistency,まとまり,matomari,1
強行,forcing; enforcement,きょうこう,kyōkō,1
天体,heavenly body,てんたい,tentai,1
施行,1.  execution; enforcing; carrying out,しぎょう,shigyō,1
逆転,(sudden) change; reversal; turn-around; coming from behind (baseball),ぎゃくてん,gyakuten,1
腫れる,to swell (from inflammation); to become swollen,はれる,hareru,1
傾く,to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to; to,かたぶく,katabuku,1
劇団,troupe; theatrical company,げきだん,gekidan,1
錆び,rust (colour),さび,sabi,1
洒落,frank; open-hearted,しゃらく,sharaku,1
追跡,pursuit,ついせき,tsuiseki,1
当人,the one concerned; the said person,とうにん,tōnin,1
集計,totalization; aggregate,しゅうけい,shūkei,1
呆気ない,not enough; too quick (short  long  etc.),あっけない,akkenai,1
澄ます,to clear; to make clear; to be unruffled; to look unconcerned; to look demure; look prim; put on airs,すます,sumasu,1
着陸,landing; alighting; touch down,ちゃくりく,chakuriku,1
堤防,bank; weir,ていぼう,teibō,1
裏返し,inside out; upside down,うらがえし,uragaeshi,1
組み込む,to insert; to include; to cut in (printing),くみこむ,kumikomu,1
あら,oh; ah; saw-edged perch (Niphon spinosus),,ara,1
弾力,elasticity; flexibility,だんりょく,danryoku,1
動機,motive; incentive,どうき,dōki,1
セックス,sexual intercourse,,sekkusu,1
拘束,restriction; restraint,こうそく,kōsoku,1
躓く,to stumble; to trip,つまずく,tsumazuku,1
浜,beach; seashore,はま,hama,1
同意,agreement; consent; same meaning; same opinion; approval,どうい,dōi,1
オリエンテーション,orientation,,orientēshon,1
お巡りさん,policeman (friendly term),おまわりさん,omawarisan,1
勝る,to excel; to surpass; to outrival,まさる,masaru,1
掛け,credit,かけ,kake,1
対処,deal with; cope,たいしょ,taisho,1
言伝,declaration; hearsay,ことづて,kotozute,1
改訂,revision,かいてい,kaitei,1
交易,trade; commerce,こうえき,kōeki,1
財源,source of funds; resources; finances,ざいげん,zaigen,1
日焼け,sunburn,ひやけ,hiyake,1
勧め,recommendation; advice; encouragement,すすめ,susume,1
証人,witness,しょうにん,shōnin,1
聴診器,stethoscope,ちょうしんき,chōshinki,1
非難,blame; attack; criticism,ひなん,hinan,1
スタジオ,studio,,sutajio,1
止むを得ない,cannot be helped; unavoidable,やむをえない,yamuoenai,1
放出,release; emit,ほうしゅつ,hōshutsu,1
赴任,(proceeding to) new appointment,ふにん,funin,1
頑固,stubbornness; obstinacy,がんこ,ganko,1
手元,on hand; at hand; at home,てもと,temoto,1
預金,deposit; bank account,よきん,yokin,1
六,(num) six,む,mu,1
ネガ,(photographic) negative,,nega,1
切実,compelling; serious; severe; acute; earnest; pressing; urgent,せつじつ,setsujitsu,1
賢明,wisdom; intelligence; prudence,けんめい,kenmei,1
染まる,to dye,そまる,somaru,1
調和,harmony,ちょうわ,chōwa,1
眼球,eyeball,がんきゅう,gankyū,1
ベストセラー,best-seller,,besutoserā,1
対談,talk; dialogue; conversation,たいだん,taidan,1
和やか,mild; calm; gentle; quiet; harmonious,なごやか,nagoyaka,1
引っ掛ける,1.  to hang (something) on (something); to throw on (clothes); 2.  to hook; to catch; to trap; to ensnar,ひっかける,hikkakeru,1
特派,send specially; special envoy,とくは,tokuha,1
肝心,essential; fundamental; crucial; vital; main,かんじん,kanjin,1
衣装,clothing; costume; outfit; garment; dress,いしょう,ishō,1
課題,subject; theme; task,かだい,kadai,1
無礼,impolite; rude,ぶれい,burei,1
要する,to demand; to require; to take,ようする,yōsuru,1
当たり前,usual; common; ordinary; natural; reasonable; obvious,あたりまえ,atarimae,1
目覚める,to wake up,めざめる,mezameru,1
十字路,crossroads,じゅうじろ,jūjiro,1
悟る,to attain enlightenment; to perceive; to understand; to discern,さとる,satoru,1
老いる,to age; to grow old,おいる,oiru,1
厭やらしい,detestable; disagreeable,いやらしい,iyarashii,1
スピード,speed,,supīdo,1
歩み,walking,あゆみ,ayumi,1
やっ付ける,to beat,やっつける,yattsukeru,1
伝達,transmission (e.g. news); communication; delivery,でんたつ,dentatsu,1
おっかない,frightening; huge,,okkanai,1
構える,to set up,かまえる,kamaeru,1
賑わう,to prosper; to flourish; to do thriving business; to be crowded with people,にぎわう,nigiwau,1
直面,confrontation,ちょくめん,chokumen,1
濫用,abuse; misuse; misappropriation; using to excess,らんよう,ran'yō,1
単独,sole; independence; single; solo (flight),たんどく,tandoku,1
殊に,especially; above all,ことに,kotoni,1
購買,purchase; buy,こうばい,kōbai,1
張り紙,paper patch; paper backing; poster,はりがみ,harigami,1
惑星,planet,わくせい,wakusei,1
其の儘,without change; as it is (i.e. now),そのまま,sonomama,1
反乱,insurrection; mutiny; rebellion; revolt; uprising,はんらん,hanran,1
露骨,1.  frank; blunt; plain; outspoken; 2.  conspicuous; open; 3.  broad; suggestive,ろこつ,rokotsu,1
凭れる,to lean against; to lean on; to recline on; to lie heavy (on the stomach),もたれる,motareru,1
宜しく,well; properly; suitably; best regards; please remember me,よろしく,yoroshiku,1
其れ共,or; or else,それとも,soretomo,1
作戦,military or naval operations; tactics; strategy,さくせん,sakusen,1
柱,pillar; post,はしら,hashira,1
人民,people; public,じんみん,jinmin,1
利点,advantage; point in favor,りてん,riten,1
海流,ocean current,かいりゅう,kairyū,1
除外,exception; exclusion,じょがい,jogai,1
傲る,to be proud,おごる,ogoru,1
脳,brain; memory,のう,nō,1
玉,king (shogi),ぎょく,gyoku,1
行,line; row; verse,ぎょう,gyō,1
その上,in addition; furthermore,そのうえ,sonōe,1
唾,saliva; sputum,つば,tsuba,1
強まる,to get strong; to gain strength,つよまる,tsuyomaru,1
裁く,to judge,さばく,sabaku,1
海抜,height above sea level,かいばつ,kaibatsu,1
ジャンパー,jacket; jumper,,janpā,1
詳細,detail; particulars,しょうさい,shōsai,1
酸,acid,さん,san,1
特権,privilege; special right,とっけん,tokken,1
差し引く,to deduct,さしひく,sashihiku,1
平均,equilibrium; balance; average; mean,ならし,narashi,1
お世辞,flattery; compliment,おせじ,oseji,1
熱意,zeal; enthusiasm,ねつい,netsui,1
動き,movement; activity; trend; development; change,うごき,ugoki,1
鉱業,mining industry,こうぎょう,kōgyō,1
利子,interest (bank),りし,rishi,1
倒産,(corporate) bankruptcy; insolvency,とうさん,tōsan,1
添える,to add to; to attach; to append; to accompany; to garnish; to imitate; to annex,そえる,soeru,1
分業,division of labor; specialization; assembly-line production,ぶんぎょう,bungyō,1
復旧,restoration; restitution; rehabilitation,ふくきゅう,fukukyū,1
蔵相,Minister of Finance,ぞうしょう,zōshō,1
無茶苦茶,confused; jumbled; mixed up; unreasonable,むちゃくちゃ,muchakucha,1
実践,practice; put into practice,じっせん,jissen,1
紛失,losing something,ふんしつ,funshitsu,1
勤務,service; duty; work,きんむ,kinmu,1
昆虫,insect; bug,こんちゅう,konchū,1
泌み泌み,keenly; deeply; heartily,しみじみ,shimijimi,1
庁,government office,ちょう,chō,1
兆し,signs; omen; symptoms,きざし,kizashi,1
賛成,approval; agreement; support; favour,さんせい,sansei,1
下火,burning low; waning; declining,したび,shitabi,1
徴収,collection; levy,ちょうしゅう,chōshū,1
無意味,nonsense; no meaning,むいみ,muimi,1
壇,1.  platform; podium; rostrum; 2.  (arch) mandala,だん,dan,1
全盛,height of prosperity,ぜんせい,zensei,1
依然,still; as yet,いぜん,izen,1
扱い,treatment; service,あつかい,atsukai,1
汚れ,uncleanness; impurity; disgrace,けがれ,kegare,1
紛らわしい,confusing; misleading; equivocal; ambiguous,まぎらわしい,magirawashii,1
覚え,memory; sense; experience,おぼえ,oboe,1
タイム,time,,taimu,1
原っぱ,open field; empty lot; plain,はらっぱ,harappa,1
正しく,surely; no doubt; evidently,まさしく,masashiku,1
ジャンプ,jump,,janpu,1
藁,straw,わら,wara,1
細菌,bacillus; bacterium; germ,さいきん,saikin,1
嘆く,to sigh; to lament; to grieve,なげく,nageku,1
吝嗇,stinginess; miser; miserliness; skinflint; tightwad; niggard; pinching pennies,けち,kechi,1
悩ましい,seductive; melancholy; languid,なやましい,nayamashii,1
一まず,for the present; once; in outline,ひとまず,hitomazu,1
内乱,civil war; insurrection; rebellion; domestic conflict,ないらん,nairan,1
生死,life and death,せいし,seishi,1
修飾,ornamentation; embellishment; decoration; adornment; polish up (writing); modification (gram),しゅうしょく,shūshoku,1
換算,conversion; change; exchange,かんさん,kansan,1
何故,why; how,なぜ,naze,1
物議,public discussion (criticism),ぶつぎ,butsugi,1
主体,subject; main constituent,しゅたい,shutai,1
描写,depiction; description; portrayal,びょうしゃ,byōsha,1
追い込む,to herd; to corner; to drive,おいこむ,oikomu,1
噛み切る,to bite off; to gnaw through,かみきる,kamikiru,1
犯す,to commit; to perpetrate; to violate; to rape,おかす,okasu,1
了解,comprehension; consent; understanding; roger (on the radio),りょうかい,ryōkai,1
運輸,transportation,うんゆ,un'yu,1
苦しめる,to torment; to harass; to inflict pain,くるしめる,kurushimeru,1
見苦しい,unsightly; ugly,みぐるしい,migurushii,1
規約,agreement; rules; code,きやく,kiyaku,1
ジャンボ,jumbo,,janbo,1
過ぎ,past; after,すぎ,sugi,1
物体ない,too good; more than one deserves; wasteful; sacrilegious; unworthy of,もったいない,mottainai,1
たった,only; merely; but; no more than,,tatta,1
邸宅,mansion; residence,ていたく,teitaku,1
相場,market price; speculation; estimation,そうば,sōba,1
怪獣,monster,かいじゅう,kaijū,1
洒落る,to joke; to play on words; to dress stylishly,しゃれる,shareru,1
対抗,opposition; antagonism,たいこう,taikō,1
火燵,table with heater; (orig) charcoal brazier in a floor well,こたつ,kotatsu,1
惜しむ,to be frugal; to value; to regret,おしむ,oshimu,1
手順,process; procedure; protocol,てじゅん,tejun,1
取り分,especially; above all,とりわけ,toriwake,1
頬っぺた,cheek,ほっぺた,hoppeta,1
新人,new face; newcomer,しんじん,shinjin,1
レディー,lady,,redī,1
跡切れる,to pause; to be interrupted,とぎれる,togireru,1
守衛,security guard; doorkeeper,しゅえい,shuei,1
国境,national or state border,くにざかい,kunizakai,1
自動詞,intransitive verb (no direct obj),じどうし,jidōshi,1
提供,offer; tender; program sponsoring; furnishing,ていきょう,teikyō,1
言論,discussion,げんろん,genron,1
有難う,Thank you,ありがとう,arigatō,1
模型,model; dummy; maquette,もけい,mokei,1
パンク,1.  (abbr) puncture; bursting; 2.  punk,,panku,1
対面,interview; meeting,たいめん,taimen,1
授ける,to grant; to award; to teach,さずける,sazukeru,1
沿岸,coast; shore,えんがん,engan,1
保障,guarantee; security; assurance; pledge; warranty,ほしょう,hoshō,1
遥か,far; far-away; distant; remote; far off,はるか,haruka,1
愚痴,idle complaint; grumble,ぐち,guchi,1
声明,declaration; statement; proclamation,せいめい,seimei,1
本場,home; habitat; center; best place; genuine,ほんば,honba,1
グレー,grey; gray,,gurē,1
寒気,cold; frost; chill,かんき,kanki,1
塾,coaching school; lessons,じゅく,juku,1
高,quantity; amount; volume; number; amount of money,たか,taka,1
